,Nationality,Title,Artist,BeginDate,EndDate,Gender,Date,Department
2810,Swiss,"Statue of Philip V, Palermo",Gabriel de Rumine,1841.0,1871.0,Male,1859,Photography
2811,American,Animation cell for Gulliver's Travels,Disney Studios,,,Gender Unknown,1939,Drawings
2812,American,The Ranchman,Rudolf Eickemeyer Jr.,,,Male,1901,Photography
2813,American,"Flea (plate, folio 20) from A Little Book of Natural History",Leonard Baskin,1922.0,2000.0,Male,1951,Prints & Illustrated Books
2814,American,Study for the dance The Matter,David Gordon,1936.0,,Male,1972,Drawings
2815,French,CARDINAL DE BOUALD,Pierre Petit,1832.0,1909.0,Male,1865,Photography
2816,British,NINE STRETCHES from THE ELASTIC MEMBRANE,Michael Kidner,1917.0,,Male,1979,Prints & Illustrated Books
2817,American,"Libertad de Cultos, Libertad de Palabra, Libres de Miseria, Libres de Timor",Herbert Bayer,1900.0,1985.0,Male,1942,Architecture & Design
2818,Venezuelan,"Casa Mara, Caracas, Venezuela",Jorge Castillo,1933.0,,Male,1972,Architecture & Design
2819,American,"MALINCHE, plate 25 (folio 58) from PICTURE BOOK",Jean Charlot,1898.0,1979.0,Male,1933,Prints & Illustrated Books
2820,American,The Harvesters,Pavel Tchelitchew,1898.0,1957.0,Male,1928,Drawings
2821,Spanish,Plate (page 48) from LLULL,Antoni Tàpies,1923.0,2012.0,Male,1985,Prints & Illustrated Books
2822,American,Untitled,Donald Judd,1928.0,1994.0,Male,1971,Drawings
2823,American,Untitled,Joel Shapiro,1941.0,,Male,1982,Painting & Sculpture
2824,American,Untitled from The Stars,Vija Celmins,1938.0,,Female,2005,Prints & Illustrated Books
2825,German,SPACE AND FIGURES,Bernhard Heiliger,1915.0,1995.0,Male,1960,Prints & Illustrated Books
2826,American,"Lounge Chair with and without Arms (Elevation sketches, frame details; elevation sketches)",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1931,Architecture & Design
2827,French,Study of a Nude,Balthus (Baltusz Klossowski de Rola),1908.0,2001.0,Male,1964,Drawings
2828,American,Untitled from The Tower of Terror Studies,Cady Noland,1956.0,,Female,1994,Drawings
2829,American,Figure 7 from Black Numeral Series,Jasper Johns,1930.0,,Male,1968,Prints & Illustrated Books
2830,French,In-text plate (page 16) from PANTAGRUEL,André Derain,1880.0,1954.0,Male,1943,Prints & Illustrated Books
2831,American,The Happy Lovers,Richard W. Ireland,1925.0,,Male,1953,Prints & Illustrated Books
2832,Finnish,"Town Center, Avesta, Sweden",Alvar Aalto,1898.0,1976.0,Male,1944,Architecture & Design
2833,American,Untitled from Gloria,Alex Katz,1927.0,,Male,2005,Prints & Illustrated Books
2834,French,WINTER IN HOLLAND,Alfred Manessier,1911.0,1993.0,Male,1956,Prints & Illustrated Books
2835,Spanish,"Portrait of André Breton, Three-Quarters View (Portrait d'André Breton de trois quarts)",Pablo Picasso,1881.0,1973.0,Male,1923,Prints & Illustrated Books
2836,Swiss,ŒSerie: 1 Man=1 Man (Perpetual Obsession),Thomas Hirschhorn,1957.0,,Male,2001,Drawings
2837,,The Story of my Life and Friends as Told by Snapshots from Fourteen On,Unknown,,,Gender Unknown,1920,Photography
2838,,Untitled,Unknown,,,Gender Unknown,1850,Photography
2839,British,Plate (page 31) from PASIPHAË,John Buckland-Wright,1897.0,1954.0,Male,1950,Prints & Illustrated Books
2840,Venezuelan,Women's Equality from Kent Bicentennial Portfolio: Spirit of Independence,Marisol (Marisol Escobar),1930.0,2016.0,Female,1975,Prints & Illustrated Books
2841,American,Crazy Heart,Scott Cooper,1970.0,,Male,2009,Film
2842,French,"JEREMIAH'S SUFFERING, plate 103 (volume II, folio 97) from the BIBLE",Marc Chagall,1887.0,1985.0,Male,1944,Prints & Illustrated Books
2843,Russian,Cubist Nude,Alexandra Exter,1882.0,1949.0,Female,1912,Painting & Sculpture
2844,French,Building (Immeuble) from the portfolio Fables (Fables),Jean Dubuffet,1901.0,1985.0,Male,1976,Prints & Illustrated Books
2845,Swiss,56. Eidgenössisches Turnfest in Basel,Eduard Renggli,1882.0,1939.0,Male,1912,Architecture & Design
2846,American,Lounge Chair without Arms (Elevation),Ludwig Mies van der Rohe,1886.0,1969.0,Male,1934,Architecture & Design
2847,American,The Messenger,Oren Moverman,1966.0,,Male,2009,Film
2848,American,Etchings from Ecclesiastes,William Majors,1930.0,1982.0,Male,1965,Prints & Illustrated Books
2849,American,"Kindergarten for Avery Coonley, project, Riverside, IL",Frank Lloyd Wright,1867.0,1959.0,Male,1911,Architecture & Design
2850,French,In-text plate (page 43) from LES IDYLLES,Henri Laurens,1885.0,1954.0,Male,1945,Prints & Illustrated Books
2851,German,"South Lake Apartments 4, Chicago",Thomas Struth,1954.0,,Male,1990,Photography
2852,French,Ancien Couvent ees Religieuses de Panthémont. rue de Grenelle 104,Eugène Atget,1857.0,1927.0,Male,1901,Photography
2853,American,Japanese Print Exhibition - details TBD,Frank Lloyd Wright,1867.0,1959.0,Male,1908,Architecture & Design
2854,American,Shrine from the series Graphic Tectonic,Josef Albers,1888.0,1976.0,Male,1942,Prints & Illustrated Books
2855,American,"New National Gallery, Berlin, Germany (Floor plan of exhibition hall)",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1967,Architecture & Design
2856,American,Moving to 8th Street,Peggy Bacon,1895.0,1987.0,Female,1920,Prints & Illustrated Books
2857,American,The Paris Review,Nicholas Krushenick,1929.0,1999.0,Male,1958,Architecture & Design
2858,German,"9 August 2001--7 June 2004 The Museum of Modern Art, New York",Michael Wesely,1963.0,,Male,2002,Photography
2859,Japanese,Time of My Life. 2,Yoshitomo Nara,1959.0,,Male,1996,Drawings
2860,Czech,Straznice,Josef Koudelka,1938.0,,Male,1965,Photography
2861,American,Satin Operator (4) from Satin Operator,Trisha Donnelly,1974.0,,Female,2007,Prints & Illustrated Books
2862,American,Other Christs,Raymond Pettibon,1957.0,,Male,1982,Prints & Illustrated Books
2863,Latvian,Minox VEF Riga Camera,Walter Zapp,1905.0,2003.0,Male,1936,Architecture & Design
2864,French,"Vanves, rue du Chariot",Eugène Atget,1857.0,1927.0,Male,1926,Photography
2865,American,"Album cover for the Grateful Dead, Aoxomoxoa",Rick Griffin,1944.0,1991.0,Male,1969,Architecture & Design
2866,British,Silver Loop-Handled Dish,Charles Robert Ashbee,1863.0,1942.0,Male,1901,Architecture & Design
2867,American,Socrates and His Disciples Mocked by Courtesans,Jules Pascin,1885.0,1930.0,Male,1921,Drawings
2868,Italian,Plate VIII (folio 18) from LICHTANMERKUNGEN IN ACHT AUGENBLICKEN/ANNOTAZIONI DI LUCE IN OTTO MOMENTI/ANNOTATIONS OF LIGHT IN EIGHT MOMENTS,Roberto Ciaccio,1951.0,,Male,1991,Prints & Illustrated Books
2869,Danish,Untitled (Pearls),Sergej Jensen,1973.0,,Male,2008,Painting & Sculpture
2870,German,Martin Flatow stationery calling card,Erich Comeriner,1907.0,1978.0,Male,1920,Architecture & Design
2871,American,Leaf Children (Study for Hide-and-Seek),Pavel Tchelitchew,1898.0,1957.0,Male,1939,Drawings
2872,American,Jewelry Fluxkit,Alice Hutchins,1916.0,2009.0,Female,1980,Prints & Illustrated Books
2873,French,"FIGURE ON FOOT (plate, folio 21 verso) from CERCEAUX 'SORCELLENT",Jean Dubuffet,1901.0,1985.0,Male,1967,Prints & Illustrated Books
2874,American,2nd Element Black for VENTRILOQUIST,Jasper Johns,1930.0,,Male,1986,Prints & Illustrated Books
2875,Venezuelan,Untitled,Gego (Gertrud Goldschmidt),1912.0,1994.0,Female,1966,Prints & Illustrated Books
2876,British,Chatsworth,Francis Frith,1822.0,1898.0,Male,1860,Photography
2877,British,Double page plate (folios 8 verso and 9) from DREAM WORK,Bruce McLean,1944.0,,Male,1984,Prints & Illustrated Books
2878,French,"Sketchbook: El Golea, II",Jean Dubuffet,1901.0,1985.0,Male,1948,Drawings
2879,American,Randomness is Perhaps Indefinable,William Leavitt,1941.0,,Male,1985,Prints & Illustrated Books
2880,American,A Promising Tomorrow,Nicola López,1975.0,,Female,2004,Prints & Illustrated Books
2881,Canadian,"POMOGRANATES OF POROS, plate 5 (folio 16) from AN AEGEAN NOTE-BOOK",Roloff Beny,1924.0,1984.0,Male,1949,Prints & Illustrated Books
2882,American,Two Figures,Max Weber,1881.0,1961.0,Male,1917,Prints & Illustrated Books
2883,American,German Airship Batallion,Underwood and Underwood,1880.0,1934.0,Gender Unknown,1916,Photography
2884,American,Crouching Nude,Max Weber,1881.0,1961.0,Male,1920,Prints & Illustrated Books
2885,American,Independence/Nakba,Fazal Sheikh,1965.0,,Male,2013,Photography
2886,American,Untitled from Marilyn Monroe,Andy Warhol,1928.0,1987.0,Male,1967,Prints & Illustrated Books
2887,,Agnes Hambrick,Unknown,,,Gender Unknown,1950,Photography
2888,American,Mutations,Lillian Schwartz,1927.0,,Female,1972,Film
2889,American,The Future of Ecstasy,Carol Bove,1971.0,,Female,2004,Prints & Illustrated Books
2890,British,A. T. S.,Abram Games,1914.0,1996.0,Male,1922,Architecture & Design
2891,American,"Court House Project, Plan",Ludwig Mies van der Rohe,1886.0,1969.0,Male,1935,Architecture & Design
2892,American,"Tribune Review Publishing Company Building, Greensburg, Pennsylvania, Plan sketch",Louis I. Kahn,1901.0,1974.0,Male,1958,Architecture & Design
2893,American,Chair with Arms (Perspective sketch),Ludwig Mies van der Rohe,1886.0,1969.0,Male,1934,Architecture & Design
2894,German,"Mitteldeutsche Badeofenfabrik, Adolf Hanf",Franz Wilhelm Seiwert,1894.0,1933.0,Male,1926,Architecture & Design
2895,,Untitled,Unknown,,,Gender Unknown,1949,Photography
2896,Brazilian,Plate (page 79) from CONSTELAÇÃO,Adão Pinheiro,1938.0,,Male,1972,Prints & Illustrated Books
2897,American,Pocketbook Man,William Wegman,1943.0,,Male,1970,Media and Performance Art
2898,German,Child Art Piece,Arthur Köpcke,1928.0,1977.0,Male,1964,Fluxus Collection
2899,American,Edge of August,Mark Tobey,1890.0,1976.0,Male,1953,Painting & Sculpture
2900,American,"Duplicate of plate from folio 8 verso (supplementary suite, plate 4) from LOS RENEGADOS",Lorenzo Homar,1913.0,2004.0,Male,1962,Prints & Illustrated Books
2901,German,The Body is the Border,Franz Erhard Walther,1939.0,,Male,1970,Drawings
2902,American,We Demand The National Textile Act,Ben Shahn,1898.0,1969.0,Male,1935,Architecture & Design
2903,American,Negative Sculpture - Quebec,Michael Heizer,1944.0,,Male,1980,Painting & Sculpture
2904,Spanish,Front cover from MOUCHOIR DE NUAGES,Juan Gris,1887.0,1927.0,Male,1925,Prints & Illustrated Books
2905,Swiss,Water,Roman Signer,1938.0,,Male,1982,Media and Performance Art
2906,French,HOUDAN. ÉGLISE,Eugène Atget,1857.0,1927.0,Male,1907,Photography
2907,British,Headpiece (page 243) from FABLES,Thomas Bewick,1753.0,1828.0,Male,1818,Prints & Illustrated Books
2908,American,Icon II from 6 Icons,Sonia Gechtoff,1926.0,2018.0,Female,1963,Prints & Illustrated Books
2909,American,Food for the Spirit #6,Adrian Piper,1948.0,,Female,1971,Photography
2910,American,Winter,Emil Ganso,1895.0,1941.0,Male,1933,Prints & Illustrated Books
2911,American,"Plate (volume I, folio 66 verso) from FORMULATION: ARTICULATION",Josef Albers,1888.0,1976.0,Male,1971,Prints & Illustrated Books
2912,American,Brushstrokes,Roy Lichtenstein,1923.0,1997.0,Male,1967,Drawings
2913,American,Starglow Wigs from DeLuxe,Ellen Gallagher,1965.0,,Female,2004,Prints & Illustrated Books
2914,American,"PARKER COUNTY, WEATHERFORD, TEXAS",Frank Gohlke,1942.0,,Male,1976,Photography
2915,Cuban,"Nosotros (Poster for a documentary film about the poet Regino Pedroso, directed by Luis Felipe Bernaza)",Antonio Fernandez Reboiro,1935.0,,Male,1977,Architecture & Design
2916,American,Crete,Helen Frankenthaler,1928.0,2011.0,Female,1970,Prints & Illustrated Books
2917,American,"Straight, Not-Straight and Broken Lines in All Horizontal Combinations (Three Kinds of Lines & All Their Combinations),",Sol LeWitt,1928.0,2007.0,Male,1973,Prints & Illustrated Books
2918,French,Saint-Cloud,Eugène Atget,1857.0,1927.0,Male,1922,Photography
2919,,Untitled,Unknown,,,Gender Unknown,1949,Photography
2920,American,"Baranca of Ynsiensi, Guatemala",Eadweard J. Muybridge,1830.0,1904.0,Male,1875,Photography
2921,French,Dr. Barnard,Bernard Rancillac,1931.0,,Male,1969,Prints & Illustrated Books
2922,Austrian,Measure Taken,Harald V. Uccello,1953.0,,Male,1984,Film
2923,French,In-text plate (page 17) from L'ÉVANGILE,Léo Marchutz,1903.0,1976.0,Male,1948,Prints & Illustrated Books
2924,American,Untitled from Cuban Sketch Book,Jules Pascin,1885.0,1930.0,Male,1917,Drawings
2925,Japanese,Crystal Louisiana Hot Sauce,Akira Inada,1949.0,,Male,1982,Architecture & Design
2926,South African,The Day Before,Zwelethu Mthethwa,1960.0,,Male,2000,Prints & Illustrated Books
2927,American,Nile Valley,Dorothea Lange,1895.0,1965.0,Female,1963,Photography
2928,American,Desert,Richard Pousette-Dart,1916.0,1992.0,Male,1940,Painting & Sculpture
2929,British,Dryburgh Abbey,Francis Frith,1822.0,1898.0,Male,1860,Photography
2930,American,Manifestos 2,Charles Gaines,1944.0,,Male,2013,Media and Performance Art
2931,French,In-text plate (page 16) from LA 628-E8,Pierre Bonnard,1867.0,1947.0,Male,1908,Prints & Illustrated Books
2932,British,Jean Dubuffet's Right Eye,Bill Brandt,1904.0,1983.0,Male,1960,Photography
2933,American,Tornado,Louise Bourgeois,1911.0,2010.0,Female,1992,Prints & Illustrated Books
2934,Austrian,Identity Transfer 1,VALIE EXPORT,1940.0,,Female,1968,Photography
2935,American,Family Circle,Ronald Markman,1931.0,,Male,1965,Painting & Sculpture
2936,,Untitled from Kartinki-Voina russkikh s nemtsami (Russia's War with the Germans in Pictures),Unknown,,,Gender Unknown,1914,Prints & Illustrated Books
2937,French,PORTE D'IVRY (EXTRA MUROS),Eugène Atget,1857.0,1927.0,Male,1910,Photography
2938,Japanese,Untitled fromStanzas for Kenji Kobayashi,Toshi Ichiyanagi,1933.0,,Male,1961,Fluxus Collection
2939,Egyptian,Untitled (for Parkett no. 95),Wael Shawky,1971.0,,Male,2014,Prints & Illustrated Books
2940,Japanese,Woman (La Femme),Kumi Sugaï,1919.0,1996.0,Male,1957,Prints & Illustrated Books
2941,American,Untitled from Eight Variations for Heiner Friedrich Gallery (Acht Variationen für die Galerie Heiner Friedrich),Fred Sandback,1943.0,2003.0,Male,1972,Prints & Illustrated Books
2942,American,"Lange Radio Sein Konstrukteur Heisst Grundlichkeit (Lange Radio - its manufacturer is called thoroughness) (Poster for Johannes Lange GmbH, radio manufacturers 1927-1933)",Herbert Bayer,1900.0,1985.0,Male,1931,Architecture & Design
2943,American,The Visitor,Gertrude Käsebier,1852.0,1934.0,Female,1910,Photography
2944,American,"Costume design, for ballet Billy the Kid",Jared French,1905.0,1988.0,Male,1938,Drawings
2945,American,Untitled (Quantum IX),Garo Antreasian,1922.0,,Male,1966,Prints & Illustrated Books
2946,American,Untitled from Gloria,Alex Katz,1927.0,,Male,2005,Prints & Illustrated Books
2947,American,Fragments,Robert Frank,1924.0,,Male,2000,Film
2948,French,Tableaux et Architecture - Exhibition at Kunsthaus Zürich,Le Corbusier (Charles-Édouard Jeanneret),1887.0,1965.0,Male,1938,Architecture & Design
2949,French,Untitled,Pierre Soulages,1919.0,,Male,1957,Prints & Illustrated Books
2950,American,Analogue,Zoe Leonard,1961.0,,Female,2004,Photography
2951,Swiss,Baumann,Otto Baumberger,1889.0,1961.0,Male,1922,Architecture & Design
2952,American,"Protestant Women from Springmartin Estates, Belfast, ""We are the Ones Who Should Get the Sympathy"" from the series The Troubles",Les Levine,1935.0,,Male,1977,Prints & Illustrated Books
2953,Peruvian,Trotzky,Fernando Bryce,1965.0,,Male,2003,Drawings
2954,American,Morisawa 10 Poster,John Maeda,1966.0,,Male,1996,Architecture & Design
2955,American,Birds of America,Anna Halprin,1920.0,,Female,1960,Media and Performance Art
2956,French,Untitled (Les Halles),Eugène Atget,1857.0,1927.0,Male,1900,Photography
2957,American,Mink,Philip-Lorca diCorcia,1951.0,,Male,1990,Photography
2958,French,Untitled from Favorite Objects,Christian Boltanski,1944.0,,Male,1998,Prints & Illustrated Books
2959,American,"Untitled, plate 14 of 14, from the portfolio, Autobiographical Series",Louise Bourgeois,1911.0,2010.0,Female,1993,Prints & Illustrated Books
2960,American,Gothic,Jackson Pollock,1912.0,1956.0,Male,1944,Painting & Sculpture
2961,American,"Plate (volume I, folio 59) from FORMULATION: ARTICULATION",Josef Albers,1888.0,1976.0,Male,1971,Prints & Illustrated Books
2962,Spanish,Untitled,Manuel Angeles Ortiz,1895.0,1984.0,Male,1942,Prints & Illustrated Books
2963,British,Plate (facing page 10) from THE POET'S EYE,John Craxton,1922.0,2009.0,Male,1944,Prints & Illustrated Books
2964,Japanese,London 3 (Mayfair),Katsuro Yoshida,,,Male,1973,Prints & Illustrated Books
2965,American,Lift Off,Bryan Hunt,1947.0,,Male,1984,Drawings
2966,American,"Pittsburgh, Pennsylvania",Lee Friedlander,1934.0,,Male,1980,Photography
2967,American,Tête à l'envers,Louise Bourgeois,1911.0,2010.0,Female,2001,Prints & Illustrated Books
2968,American,Vegetable Memory,Bill Viola,1951.0,,Male,1979,Media and Performance Art
2969,British,Girl with a Blue Scarf,Gwen John,1876.0,1939.0,Female,1918,Painting & Sculpture
2970,Spanish,"Variant of Three Bathers (2nd supplementary suite, plate 4) from the illustrated book La Chèvre-Feuille",Pablo Picasso,1881.0,1973.0,Male,1943,Prints & Illustrated Books
2971,Finnish,Prisma Tumblers,Kaj Franck,1911.0,1989.0,Male,1967,Architecture & Design
2972,American,Auden,Philip-Lorca diCorcia,1951.0,,Male,1988,Photography
2973,Belgian,Untitled,Reinhoud (Reinhoud D'haese),1928.0,2007.0,Male,1971,Drawings
2974,American,Untitled,Paul Feeley,1910.0,1966.0,Male,1965,Drawings
2975,Austrian,12th Action,Hermann Nitsch,1938.0,,Male,1965,Photography
2976,American,"Tajikistan, Steam Shovel in Desert",Louis Lozowick,1892.0,1973.0,Male,1932,Prints & Illustrated Books
2977,American,Screen Test: Rufus Collins,Andy Warhol,1928.0,1987.0,Male,1964,Film
2978,American,Les Trois Fées,Louise Bourgeois,1911.0,2010.0,Female,1948,Prints & Illustrated Books
2979,American,In-text plate (folio 10) from TETRASCROLL,R. Buckminster Fuller,1895.0,1983.0,Male,1976,Prints & Illustrated Books
2980,French,Untitled from Favorite Objects,Christian Boltanski,1944.0,,Male,1998,Prints & Illustrated Books
2981,American,Untitled,Wayne Miller,1918.0,2013.0,Male,1947,Photography
2982,American,"A VALEDICTION: FORBIDDING MOURNING (plate, page 81) from SONGS AND SONETS",June Wayne,1918.0,2011.0,Female,1959,Prints & Illustrated Books
2983,Swiss,Plate (page 137) from HISTOIRES NATURELLES,Hans Erni,1909.0,2015.0,Male,1954,Prints & Illustrated Books
2984,American,Untitled,Jake Berthot,1939.0,2014.0,Male,1984,Drawings
2985,American,Untitled,Cheyney Thompson,1975.0,,Male,2003,Drawings
2986,,Untitled,Unknown,,,Gender Unknown,1949,Photography
2987,American,Plate (folio 9) from SELF PORTRAITS,James Brown,1951.0,,Male,1983,Prints & Illustrated Books
2988,French,Versailles,Eugène Atget,1857.0,1927.0,Male,1906,Photography
2989,American,Eleanor,Harry Callahan,1912.0,1999.0,Male,1948,Photography
2990,American,Send Our Boys Home,Cristos Gianakos,1934.0,,Male,1966,Architecture & Design
2991,,Festons und Dekorative Gruppen,Unknown,,,Gender Unknown,1893,Photography
2992,Swedish,Project for a Mural,Lennart Olson,1925.0,2010.0,Male,1960,Photography
2993,French,"2nd variant of ...ALONE, AT THE FOOT OF THE GREAT LOCUST TREE... (volume II, folio 14) from PASIPHAÉ",Henri Matisse,1869.0,1954.0,Male,1962,Prints & Illustrated Books
2994,American,Staatliches Bauhaus Weimar,László Moholy-Nagy,1895.0,1946.0,Male,1922,Architecture & Design
